name,r1_1_1,r1_1_2,r1_1_3,r1_1_4,r1_1_5,r1_2_1,r1_2_2,r1_2_3,r1_2_4,r1_2_5,FC_r1_2,r2_1_1,r2_1_2,r2_1_3,r2_1_4,r2_1_5,r2_2_1,r2_2_2,r2_2_3,r2_2_4,r2_2_5,FC_r2_2
Serpina1b,0.803223855,0.763319187,0.77993892,0.785027087,0.794936379,0.856669362,0.807018233,0.89925796,0.839989358,0.841196455,0.511860845,0.91255048,0.842234502,0.860191307,0.926130174,0.857696048,1.17915587,1.114952183,1.350602718,1.27878537,1.257919778,1.438238004
C5,0.981719549,0.972292007,0.994835244,0.968550172,0.985364868,0.932400646,0.914921519,0.928769881,0.934189915,0.922265485,-0.340892762,0.937680991,0.987310734,0.982330111,1.007780429,0.964717925,1.041307733,0.930403633,1.05877268,0.909828504,0.963735253,0.049082782
Cp,1.003664783,0.975081679,0.984832354,0.953502035,1.004572667,0.905463261,0.881272909,0.988070309,0.935960566,0.923719308,-0.364807138,0.974020373,0.920022566,0.945172446,0.892878325,0.936536168,0.98491257,0.879056115,1.034629918,1.026901891,0.997491803,0.229938528
Hpx,1.028719746,0.960439924,0.965815232,0.996676182,1.001035173,0.887006347,0.899117838,1.002014176,0.948586767,0.938075806,-0.350521659,0.97423092,0.944815584,0.962970348,1.031040474,1.082646213,0.931123622,0.886855324,1.015356386,1.074674588,1.055463594,0.004124869
Cfp,0.5001213,0.504223895,0.49946081,0.640507508,0.509386804,0.586653147,0.614950382,0.295452181,0.596451652,0.611941887,0.103616929,1.000406862,0.761490168,0.978344924,0.336411259,0.180565916,0.526737782,0.359311269,0.538605141,0.379252393,0.521459888,-0.713570443
C8a,0.826286032,0.83009797,0.852930072,0.834967795,0.849823436,0.798883569,0.775129276,0.746996384,0.756172425,0.741061965,-0.504353065,1.051780251,0.820775852,0.80422175,0.798082301,0.791558674,0.785977117,0.810288546,0.801594081,0.728793727,0.769270111,-0.267437483
Apoa1,0.968975568,0.972330391,0.975899788,0.933699891,0.962145092,1.120575685,1.103505723,1.121120686,1.124956826,1.128287132,1.208004612,1.112009987,1.075361311,1.131792954,1.146561003,1.120054328,1.155196557,1.164112044,1.232975805,1.21548897,1.157771573,0.302455238
Mug1,1.265602802,1.277093099,1.283862335,1.296468451,1.287300196,1.253520808,1.221241428,1.223016681,1.247978195,1.247512867,-0.245534755,1.155008973,1.118735022,1.088230435,1.167400704,1.187929896,1.435318206,1.236230788,1.452982902,1.450499383,1.409830274,1.03810522
Plg,1.126577776,1.118485439,1.115091411,1.135822315,1.147519485,1.062043759,1.063400131,1.062530611,1.087515647,1.063313294,-0.38286876,1.175557355,1.191586997,1.107930636,1.112068666,1.170402601,1.049268821,1.097207316,1.045617576,1.147601837,1.175485811,-0.157230978
Fn1,1.296896903,1.298730703,1.314721077,1.307291218,1.303954243,1.255124253,1.240983733,1.254356267,1.264516585,1.26441601,-0.281078859,1.18907859,1.144538751,1.157624682,1.125466656,1.201889956,1.368429375,1.224487737,1.42533805,1.372351538,1.363931774,0.776498879
C3,1.297562394,1.286143128,1.272614653,1.287683115,1.295495557,1.259780174,1.247432107,1.292266919,1.265264521,1.248182067,-0.111953438,1.237148952,1.240757002,1.202994323,1.219062209,1.298075677,1.405241107,1.328960774,1.424488402,1.371515758,1.366992557,0.59092904
Fgb,1.285558942,1.250100266,1.259869753,1.273641256,1.275597151,1.213707684,1.200361681,1.199019436,1.195790224,1.202466467,-0.417297883,1.300609911,1.29326627,1.27656289,1.357413523,1.413979907,1.383527074,1.370820769,1.438442608,1.475644247,1.530180131,0.48044428
Fga,1.304362465,1.295043333,1.320792846,1.301576956,1.320177281,1.273565108,1.250973548,1.256850421,1.249570179,1.248324502,-0.311030013,1.395009061,1.453284144,1.430739382,1.450835674,1.480136661,1.195954429,1.333767559,1.252339597,1.302118165,1.339250369,-0.579714109
Tf,1.338372657,1.328615979,1.339452369,1.333000421,1.365323808,1.316213291,1.295799832,1.318798526,1.318711786,1.30271515,-0.147252175,1.451144699,1.481706423,1.427734018,1.493823469,1.437914899,1.161853933,1.348952685,1.202294604,1.146231885,1.235677603,-0.904315266
Fgg,1.351703403,1.395195413,1.40246909,1.374908325,1.387516368,1.345936322,1.316717699,1.295723643,1.3288921,1.327453465,-0.357532693,1.517409701,1.520162399,1.481048411,1.436017732,1.356814522,1.336459481,1.370040243,1.389079981,1.433931561,1.465662769,-0.205566209
Alb,1.448430958,1.458296732,1.450055821,1.480195528,1.461726739,1.499863353,1.492148154,1.52414525,1.502847076,1.504340948,0.413805592,1.558006265,1.561725149,1.531828439,1.555269423,1.602982766,1.662768718,1.625347674,1.769675376,1.741095219,1.798355827,0.670780803
A2m,1.533595442,1.505537905,1.494309081,1.515767244,1.525289849,1.492613261,1.475810797,1.535152669,1.505999006,1.480451106,-0.037132385,1.584105533,1.590988057,1.541723077,1.574662495,1.625314017,1.756593669,1.660925883,1.852194736,1.774218752,1.750225279,0.742629125
Katnal2,-0.379408992,-0.445899074,-0.39479556,-0.410753733,-0.403366235,-0.258464993,-0.120782799,-0.181941302,-0.236909692,-0.286316668,1.371831163,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Spata5,-0.379408992,-0.445899074,-0.39479556,-0.410753733,-0.403366235,-0.258464993,-0.120782799,-0.181941302,-0.236909692,-0.286316668,1.371831163,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Rpl7,-0.496145583,-0.740420603,-0.265045062,-0.373064979,-0.289128022,-0.251696676,-0.232275484,-0.492662677,-0.471806083,-0.267471001,0.632367286,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Bche,-0.481603175,-0.375032981,-0.341325139,-0.417599902,-0.599874792,-0.620843604,-0.551450332,-0.765539196,-0.803583034,-0.455915393,-1.468345052,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Psmc2,-0.480296793,-0.561169617,-0.442024692,-0.517084529,-0.529716143,-0.439454177,-0.338735141,-0.381376138,-0.443239102,-0.219788321,1.01060051,-0.310571145,-0.286175758,-0.270617297,-0.313881754,-0.300626751,-0.417587262,-0.399691727,-0.247164065,-0.229047618,-0.315172298,-0.108959814
Fap,-0.456693366,-0.404894732,-0.405526022,-0.468318018,-0.471372328,-0.43276739,-0.310463865,-0.430352694,-0.349873965,-0.408744742,0.377368419,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Bpifa2,-0.421275923,-0.738137356,-0.468492011,-0.380817917,-0.321590246,-0.531211265,-0.51766031,-0.329909084,-0.496182403,-0.498865783,-0.087373321,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Tgm2,-0.411340292,-0.418458011,-0.414389296,-0.181810102,-0.443961715,-0.14309353,-0.154010863,-0.245068861,-0.253505994,-0.116456404,1.385690856,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Acta1,0.400670272,0.450100787,0.45683964,0.349165978,0.347062019,0.430529717,0.49524598,0.407179796,0.373628211,0.397429376,0.169189768,0.281705174,0.227632686,0.349331974,0.361434421,0.531320143,-0.444797403,0.448160437,-0.027030603,-0.083350585,-0.523374226,-1.878913345
Acta2,0.400670272,0.450100787,0.45683964,0.349165978,0.347062019,0.430529717,0.49524598,0.407179796,0.373628211,0.397429376,0.169189768,0.281705174,0.227632686,0.349331974,0.361434421,0.531320143,-0.444797403,0.448160437,-0.027030603,-0.083350585,-0.523374226,-1.878913345
Actc1,0.400670272,0.450100787,0.45683964,0.349165978,0.347062019,0.430529717,0.49524598,0.407179796,0.373628211,0.397429376,0.169189768,0.281705174,0.227632686,0.349331974,0.361434421,0.531320143,-0.444797403,0.448160437,-0.027030603,-0.083350585,-0.523374226,-1.878913345
Actg2,0.400670272,0.450100787,0.45683964,0.349165978,0.347062019,0.430529717,0.49524598,0.407179796,0.373628211,0.397429376,0.169189768,0.281705174,0.227632686,0.349331974,0.361434421,0.531320143,-0.444797403,0.448160437,-0.027030603,-0.083350585,-0.523374226,-1.878913345
Ubtfl1,0.241125714,0.362484279,0.352831363,0.384316027,0.387534532,0.531683884,0.599660702,0.421156562,0.586589242,0.57064915,1.460701348,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Mad2l1,-0.32446718,-0.381952062,-0.656631471,-0.465524324,-0.495696328,-0.599166211,-0.512436684,-0.530624504,-0.458504644,-0.492107472,-0.421965291,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Orm2,-0.30958403,-0.42479266,-0.368265134,-0.462642316,-0.340414237,-0.383413891,-0.28791669,-0.473592818,-0.283126494,-0.771580315,-0.456439518,-0.080562897,-0.211414933,-0.35723595,-0.257497181,-0.036271062,0.490937633,-0.026305366,0.417606111,0.492372178,0.636415732,2.333964432
Rpl13,-0.285446733,-0.264101104,-0.359372164,-0.485955857,-0.380779929,-0.420075714,-0.433307607,-0.416028672,-0.440209158,-0.312789993,-0.384016217,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Cir1,-0.248591287,-0.255926485,-0.217304897,-0.304124412,-0.255998791,-0.272825587,-0.239446902,-0.161297214,-0.259376124,-0.239387912,0.147191429,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Psma2,-0.184951338,-0.395012631,-0.403559843,-0.283679196,-0.270223294,-0.437245425,-0.370588437,-0.429048959,-0.470529539,-0.16870561,-0.515235865,0.571242148,0.355228262,0.345219885,0.179635738,0.322291109,-0.297805181,-0.299344332,-0.284979421,-0.107612428,-0.446327046,-2.530766262
Man2b1,-0.162141334,-0.146370252,-0.07520917,-0.261827182,-0.090846991,-0.124301845,-0.256455657,0.023170262,-0.263479301,-0.109360423,0.00249277,-0.408442489,-0.463107752,-0.235397316,-0.298977717,-0.101670763,-0.045609508,-0.380302179,-0.220554195,0.018801103,-0.114848183,0.5955609
Mst1,-0.111673446,-0.169467697,-0.095525529,-0.145604021,-0.130451278,-0.163608487,-0.192568304,-0.201790966,-0.137600494,-0.172616442,-0.324709288,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Psmd2,-0.579174588,-0.44949977,-0.497314044,-0.351102262,-0.503391123,-0.530811022,-0.409907043,-0.343371666,-0.58825128,-0.379201691,0.166398705,-0.310571145,-0.286175758,-0.270617297,-0.313881754,-0.300626751,-0.417587262,-0.399691727,-0.247164065,-0.229047618,-0.315172298,-0.108959814
Ric8a,-0.102447591,-0.027381385,0.114858111,-0.534441258,0.177782729,-0.006152147,-0.040003509,0.002574911,0.017468779,0.059679611,0.589043567,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
F7,-0.071540976,0.105119995,0.032433259,-0.003329598,0.009882167,-0.050447012,-0.079485659,-0.469057771,-0.068057195,-0.118025648,-1.262970093,-0.158292349,-0.26356568,-0.256763096,-0.2269567,-0.132995805,0.126789388,0.061173032,-0.015305219,-0.266632277,-0.419959258,0.408178095
Col1a1,0.034516994,-0.112240414,-0.091460772,-0.292791665,-0.072155904,-0.387696745,-0.35085474,-0.170809602,-0.422958566,-0.185780659,-1.450429568,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Cps1,-0.159378498,-0.443132928,-0.526309308,-0.415680636,-0.197089821,-0.145223222,-0.256861447,-0.180120948,-0.290817794,-0.244020744,0.896011772,0.658881897,0.614199181,0.530618968,0.660713191,0.840283826,0.711449505,0.738827918,0.922428236,0.842256303,0.722724763,0.52016888
Psmb8,0.163140176,0.061879458,0.165512279,0.102016067,-0.336578639,-0.466940044,-0.43658467,0.087094683,-0.484238831,-0.593051141,-3.003826561,0.211849925,0.29093919,0.274316245,0.2366739,-0.336488055,0.004329871,-0.0580173,0.158808849,-0.000424258,-0.229900391,-0.628770318
Gpx1,0.286790007,0.293370244,0.349045015,0.277776264,0.277190295,0.281944209,0.264929335,0.268330846,0.169481002,0.266143298,-0.325546427,0.483042563,0.396456964,0.440489787,0.50002098,0.542092101,-0.017416755,0.667310325,-0.262325349,-0.016581459,-0.194106933,-1.719678361
Ces3a,-0.007193712,0.017044114,0.036394077,0.02274903,0.07994269,0.033317557,0.123576645,0.205665077,0.072158087,0.09191297,0.558746011,0.68523796,0.668688269,0.648400422,0.728372495,0.778822012,0.908725141,0.879952994,0.880584874,0.760079756,0.92604582,0.690637365
Ywhaz,-0.397686026,-0.289565994,-0.331344522,-0.3185755,-0.191560002,-0.167315682,-0.30911861,-0.441613549,-0.274589915,-0.244147217,0.11605493,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Emilin1,-0.432825463,-0.129586405,-0.1665604,-0.205289076,-0.106778137,-0.115569369,-0.148244954,-0.54995511,-0.217452256,-0.137222492,-0.201290905,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Pglyrp2,-0.111022716,-0.165289999,-0.149516881,-0.169872842,-0.216224337,-0.216360351,-0.143606649,-0.136534786,-0.234435464,-0.207080879,-0.194245591,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Postn,-0.166358165,-0.376448248,-0.422657394,-0.386451328,-0.367293232,-0.506294864,-0.569357973,-0.493771461,-0.53741748,-0.466760124,-1.275842901,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Lum,-0.042382354,-0.079549369,-0.086109152,-0.056212019,-0.03044502,-0.02464365,-0.059776555,-0.049636612,-0.027429585,-0.044233098,0.127031547,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Igsf10,0.48997286,0.457584488,0.377008313,0.483109072,0.490899421,0.543891315,0.60672145,0.689601602,0.689030654,0.646031818,1.314903944,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Gp1ba,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,-2.846164076,-2.848759704,-2.87286922,-2.826191019,-2.787165975,-2.775397112,-2.813879527,-2.762705999,-2.792791639,-2.727929638,0.158789191
Psmb2,-0.641315028,-0.282175158,-0.403979311,-0.232336665,-0.231136962,-0.420898437,-0.675100735,-0.411887182,-0.383651858,-0.403210639,-0.75580131,-0.310571145,-0.286175758,-0.270617297,-0.313881754,-0.300626751,-0.417587262,-0.399691727,-0.247164065,-0.229047618,-0.315172298,-0.108959814
Aldh1a1,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,-0.314113927,-0.311684595,-0.153043278,-0.284170689,0.041749018,0.088679981,-0.070098499,-0.415967231,-0.241177328,-0.255734559,0.092461999
Aldh1a7,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,-0.314113927,-0.311684595,-0.153043278,-0.284170689,0.041749018,0.088679981,-0.070098499,-0.415967231,-0.241177328,-0.255734559,0.092461999
Aldob,-0.288910734,-0.218495597,-0.219707867,-0.232279448,-0.207035298,-0.173134039,-0.19180837,-0.164311643,-0.187147893,-0.022107735,0.616005198,-0.295992309,-0.353043,-0.514941273,-0.38684981,-0.425486011,0.18824971,-0.614639617,0.103016095,-0.345951426,-0.008270044,1.019295703
Apeh,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,-0.243261928,-0.331684688,-0.337939637,-0.183537221,-0.5889247,0.055965281,-0.130912935,-0.256724411,-0.134810403,-0.215901012,0.784044296
B4galt3,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,-0.246773068,-0.319639358,-0.450174042,-0.321711496,-0.299255576,-0.469916778,-0.580683062,-0.094558368,0.392733887,-0.384280233,0.38586026
C1rb,0.186133467,0.190532502,0.171374933,0.211420424,0.136707799,0.075325845,0.075748743,0.112418813,0.072010224,-0.027947584,-0.853742901,0.351609105,0.272486978,0.271155916,0.296732643,0.345681023,0.435823245,0.31037684,-0.021423648,-0.176886471,0.461581281,-0.408705367
Cat,0.020824595,0.293450727,0.352369825,0.327657267,0.125425825,0.486903539,0.474923273,0.199645966,0.399629783,0.432301473,1.294534778,0.344622119,0.483495606,0.343111372,0.11181152,-0.387324477,0.415899401,0.258074267,0.325945212,0.240187092,0.211888332,0.449956625
Cdk1,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,-0.088319047,-0.626973915,-0.208882274,-0.159256168,0.036993513,-0.269704171,-0.383879998,-0.012550482,0.182519489,0.175761211,0.576546754
Clec11a,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,-0.40511999,-0.364252597,-0.063477832,-0.57346008,-0.424554533,0.030905057,-0.085724792,-0.185923214,-0.279895741,-0.04461519,0.992797337
Colec10,0.05162911,0.04761164,0.003306834,0.074380135,0.06795272,-0.001314635,-0.037123628,0.020403177,0.052690793,0.04775802,-0.235362801,-0.364832553,-0.179356051,-0.513237868,-0.058815502,-0.583769471,-0.113286601,0.073389974,-0.324283466,-0.106563464,-0.492248432,0.571839354
Dnah8,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,0.470301447,0.434733067,0.551859067,0.585111373,0.761877346,0.974408038,0.571061908,0.903784117,0.76224915,0.457099118,0.700550348
Ect2,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,0.009310108,-0.091238174,0.389608482,0.434303044,0.54253422,-0.298469108,0.459095085,-0.102270188,-0.190512107,-0.138428622,-1.227850255
Eif2ak4,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,-0.351936873,-0.272533602,-0.636505361,0.548732235,-0.534929247,-0.296715134,0.608877465,0.624968376,0.333727824,0.531938343,2.40546852
Fstl5,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,0.034595181,0.050318923,0.052053565,0.164671072,0.140513565,-0.128132008,0.198822097,0.366675367,0.252565114,0.118545883,0.292116744
Hmces,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,0.867174629,0.951452507,0.860104673,0.982907628,-0.883619445,-0.30386261,-0.238579588,-0.253822851,-0.112997758,-0.154650412,-3.018964613
Idh2,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,0.44041964,0.440058268,0.366636913,0.385112813,0.350432894,-0.282836646,0.145960793,-0.082447875,-0.180259873,-0.336282187,-2.141194768
Man1a1,-0.162141334,-0.146370252,-0.07520917,-0.261827182,-0.090846991,-0.124301845,-0.256455657,0.023170262,-0.263479301,-0.109360423,0.00249277,-0.408442489,-0.463107752,-0.235397316,-0.298977717,-0.101670763,-0.045609508,-0.380302179,-0.220554195,0.018801103,-0.114848183,0.5955609
Mug2,1.265602802,1.277093099,1.283862335,1.296468451,1.287300196,1.253520808,1.221241428,1.223016681,1.247978195,1.247512867,-0.245534755,-0.015051238,-0.084778677,-0.08769889,0.022048989,0.172217739,0.396073335,0.163116629,0.545596084,0.218574308,0.362303972,1.329544216
Mup2,0.419076468,0.367538625,0.394524507,0.353426175,0.386580601,0.257518229,0.254534959,0.357963207,0.285747532,0.264130786,-0.713493344,0.272360796,0.354927251,0.295879698,0.478764145,0.442405766,0.437816233,0.400927653,0.412065347,0.512384868,0.684004228,0.487995434
Piga,0.076577053,-0.004673973,-0.037140279,0.024650881,-0.028575663,-0.049695937,-0.102860401,-0.119453426,-0.075701671,-0.08545339,-0.682376691,0.401889598,0.452544101,0.41496433,0.497992304,0.954103434,0.07660496,0.02097105,-0.106902335,-0.134856431,-0.081979393,-2.319713547
Pros1,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,-0.273894644,-0.402108998,-0.301139491,-0.520530198,-0.241575395,0.180987557,-0.316091724,0.038799069,-0.18691583,-0.307333031,0.899872333
Psmb10,0.167739572,-0.008050554,-0.003921875,0.13117945,0.061085162,-0.230530705,-0.220114076,-0.194224431,-0.193034042,-0.282533537,-2.152583051,-0.383178105,-0.571934198,-0.501276204,-0.38319019,-0.286183388,-0.144932981,-0.490154065,-0.163277566,-0.26321527,-0.323444002,0.573118757
Sh3d21,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,0.582110251,0.625752615,0.469845466,0.520114933,0.816857573,0.719895863,0.773356536,0.789346392,0.887581012,0.768965358,0.749126541
Vps4a,-3.174955039,-3.199466481,-3.194775671,-3.203584922,-3.184752226,-3.199686225,-3.209235555,-3.168698506,-3.195861952,-3.191493869,-0.193054834,0.69642736,0.576507969,0.585786851,0.581073423,0.487189396,-0.395168259,-0.239293455,-0.308992208,-0.225119452,-0.163205187,-3.354131841
